date,gs10,term_spread_10y_1y,bog_amom
2006-02-01,4.57,-0.10999999999999943,1.0495313086158697
2006-03-01,4.72,-0.04999999999999982,8.034000262947472
2006-04-01,4.99,0.08999999999999986,-1.3250526998445866
2006-05-01,5.11,0.11000000000000032,5.160181427114452
2006-06-01,5.11,-0.04999999999999982,-0.29494878574841676
2006-07-01,5.09,-0.1299999999999999,-1.3213241476492277
2006-08-01,4.88,-0.20000000000000018,-2.629504205643951
2006-09-01,4.72,-0.25,1.042368289635176
2006-10-01,4.73,-0.27999999999999936,-0.8848412365775271
2006-11-01,4.6,-0.41000000000000014,10.880577639207134
2006-12-01,4.56,-0.3800000000000008,15.554404175787596
2007-01-01,4.76,-0.2999999999999998,-5.2404977048609585
2007-02-01,4.72,-0.33000000000000007,-4.287600065107822
2007-03-01,4.56,-0.3600000000000003,1.3250529549694745
2007-04-01,4.69,-0.23999999999999932,3.1133637435633466
2007-05-01,4.75,-0.16000000000000014,4.00863400183189
2007-06-01,5.1,0.13999999999999968,2.201882151731138
